image_id,label,color_group,r,g,b,contrast,thickness_nm
mock_03988,Bilayer,Blue,154.4111,179.6191,219.3594,-0.089096,0.588415
mock_03989,Monolayer,Light Blue,189.3506,204.7979,237.165,-0.050845,0.407275
mock_03990,Trilayer,Purple-Blue,127.7891,147.623,209.3984,-0.181378,0.9408
mock_03991,Monolayer,Light Blue,189.626,204.6025,237.5742,-0.033338,0.381437
mock_03992,Trilayer,Purple-Blue,127.3525,147.2969,209.251,-0.167237,1.025609
mock_03993,Bilayer,Blue,154.4902,179.5488,219.0625,-0.104041,0.611928
mock_03994,Monolayer,Light Blue,189.7402,203.916,237.1172,-0.062675,0.289422
mock_03995,Bulk,Yellow,187.3369,165.2871,121.3457,-0.355792,4.926636
mock_03996,Trilayer,Purple-Blue,127.54,147.1387,209.0537,-0.150501,1.00354
mock_03997,Bulk,Yellow,187.2529,165.6191,121.4414,-0.313131,5.048387
mock_03998,Monolayer,Light Blue,189.5791,204.1982,237.3711,-0.045903,0.288309
mock_03999,Trilayer,Purple-Blue,127.4883,147.2021,209.585,-0.147784,0.916727
mock_04000,Trilayer,Purple-Blue,127.6445,148.1025,209.3125,-0.161001,0.99697
mock_04001,Bilayer,Blue,154.4482,179.4326,219.3623,-0.108927,0.759728
mock_04002,Trilayer,Purple-Blue,127.543,147.9219,209.2305,-0.166786,0.971639
mock_04003,Monolayer,Light Blue,189.4248,204.5527,237.4932,-0.060228,0.433364
mock_04004,Few Layers,Green,114.3916,169.4561,149.3682,-0.23269,2.218784
mock_04005,Bilayer,Blue,154.3457,179.542,218.9785,-0.125606,0.5258
mock_04006,Monolayer,Light Blue,189.5674,204.8438,237.3594,-0.049375,0.210314
mock_04007,Monolayer,Light Blue,189.8623,204.7764,237.3252,-0.014853,0.302186
mock_04008,Monolayer,Light Blue,189.6357,204.1953,237.8447,-0.063497,0.39474
mock_04009,Few Layers,Green,114.5146,169.4375,149.2764,-0.210984,2.218913
mock_04010,Few Layers,Green,114.4746,169.1318,149.8535,-0.227015,2.255392
mock_04011,Trilayer,Purple-Blue,127.7979,147.4883,209.0547,-0.159803,0.985174
mock_04012,Bulk,Yellow,186.9414,165.6104,121.7754,-0.35116,5.015338
mock_04013,Monolayer,Light Blue,189.6533,204.7773,237.5352,-0.044838,0.307368
mock_04014,Monolayer,Light Blue,189.3936,204.5039,237.3848,-0.05645,0.296956
mock_04015,Trilayer,Purple-Blue,127.873,147.2646,209.7217,-0.162998,1.091096
mock_04016,Bilayer,Blue,154.3516,179.4893,219.0742,-0.08067,0.67841
mock_04017,Monolayer,Light Blue,189.2998,204.5635,237.1494,-0.041341,0.493099
mock_04018,Bilayer,Blue,154.5088,179.1494,219.7012,-0.093264,0.59189
mock_04019,Monolayer,Light Blue,189.6328,204.833,237.2588,-0.046638,0.385289
mock_04020,Bilayer,Blue,154.6123,179.2598,219.8125,-0.095302,0.578769
mock_04021,Bilayer,Blue,154.7002,179.6836,219.8418,-0.092943,0.670939
mock_04022,Monolayer,Light Blue,190.0293,204.3203,237.1895,-0.042705,0.315451
mock_04023,Few Layers,Green,114.5371,169.8389,149.5703,-0.231532,2.225616
mock_04024,Monolayer,Light Blue,189.624,204.9053,237.2539,-0.065494,0.29713
mock_04025,Bulk,Yellow,187.5732,165.7539,121.752,-0.326703,5.067414
mock_04026,Trilayer,Purple-Blue,126.9883,147.3613,209.6289,-0.162496,1.000333
mock_04027,Trilayer,Purple-Blue,127.4961,147.3809,209.5586,-0.144017,1.045737
mock_04028,Few Layers,Green,114.3584,169.3584,149.3203,-0.23399,2.31042
mock_04029,Bulk,Yellow,187.2676,165.3701,121.876,-0.343549,5.029651
mock_04030,Bulk,Yellow,186.7744,165.582,121.1846,-0.329174,4.934197
mock_04031,Bulk,Yellow,187.5977,165.5137,121.3672,-0.322125,5.05663
mock_04032,Few Layers,Green,114.043,169.3271,149.7666,-0.223268,2.227662
mock_04033,Few Layers,Green,114.3213,169.8438,149.5234,-0.245358,2.258102
mock_04034,Trilayer,Purple-Blue,127.3047,147.4121,209.6523,-0.158198,1.000914
mock_04035,Monolayer,Light Blue,189.5605,204.7148,237.5059,-0.040232,0.242102
mock_04036,Bilayer,Blue,154.4941,179.1865,219.3965,-0.115641,0.794484
mock_04037,Bulk,Yellow,187.5518,165.458,121.0137,-0.310894,5.050956
mock_04038,Monolayer,Light Blue,189.3652,204.5781,237.2158,-0.03286,0.344248
mock_04039,Monolayer,Light Blue,189.6045,204.6895,237.3877,-0.039745,0.443134
mock_04040,Monolayer,Light Blue,189.5156,204.6895,237.4717,-0.028035,0.286551
mock_04041,Trilayer,Purple-Blue,127.6562,147.4648,209.5225,-0.155305,0.949354
mock_04042,Few Layers,Green,114.6367,169.582,149.9834,-0.256266,2.244379
mock_04043,Bulk,Yellow,187.373,165.582,120.9932,-0.338049,4.885701
mock_04044,Bilayer,Blue,154.2119,179.0967,219.9365,-0.086573,0.59047
mock_04045,Bilayer,Blue,154.5537,179.5508,219.2734,-0.114152,0.740798
mock_04046,Bulk,Yellow,187.2881,165.7305,121.6094,-0.306351,4.940698
mock_04047,Monolayer,Light Blue,189.5928,204.2578,237.7578,-0.034237,0.276167
mock_04048,Few Layers,Green,114.585,169.8389,149.9268,-0.212937,2.187835
mock_04049,Bilayer,Blue,154.0596,179.4814,219.2891,-0.093411,0.582213
mock_04050,Trilayer,Purple-Blue,127.6699,147.5225,209.3545,-0.142239,0.954965
mock_04051,Few Layers,Green,114.5635,169.3213,149.8066,-0.23303,2.320206
mock_04052,Monolayer,Light Blue,189.6504,204.5078,237.7295,-0.063999,0.298368
mock_04053,Few Layers,Green,114.998,169.291,149.5479,-0.218373,2.2052
mock_04054,Bilayer,Blue,154.3662,179.4854,219.2588,-0.117574,0.656327
mock_04055,Monolayer,Light Blue,189.6631,203.8418,237.3691,-0.059577,0.306609
mock_04056,Bulk,Yellow,187.5674,165.6025,121.6299,-0.322945,4.890039
mock_04057,Few Layers,Green,114.042,169.1797,149.4863,-0.243254,2.2619
mock_04058,Bilayer,Blue,154.457,179.5176,219.5596,-0.092952,0.692182
mock_04059,Bilayer,Blue,154.543,178.7666,219.7441,-0.099526,0.646824
mock_04060,Trilayer,Purple-Blue,127.7549,147.4102,209.3779,-0.163068,1.198051
mock_04061,Bulk,Yellow,187.4658,165.457,121.998,-0.318968,5.010209
mock_04062,Monolayer,Light Blue,189.4072,204.6045,237.3652,-0.052549,0.248303
mock_04063,Few Layers,Green,114.5322,169.5811,149.5195,-0.248866,2.168847
mock_04064,Trilayer,Purple-Blue,127.3447,147.7295,209.3125,-0.139897,0.950818
mock_04065,Few Layers,Green,114.3174,169.2852,149.2227,-0.235005,2.220021
mock_04066,Bilayer,Blue,154.4785,179.0479,219.3398,-0.126968,0.623562
mock_04067,Bulk,Yellow,187.4883,165.4277,121.5459,-0.328937,4.979919
mock_04068,Monolayer,Light Blue,189.6045,204.1924,236.9873,-0.042242,0.395302
mock_04069,Few Layers,Green,114.8086,169.0938,149.4639,-0.240116,2.138529
mock_04070,Few Layers,Green,114.585,169.6123,149.2559,-0.230283,2.29309
mock_04071,Trilayer,Purple-Blue,127.1895,147.7021,210.0059,-0.171646,0.9446
mock_04072,Few Layers,Green,114.2451,169.252,149.5996,-0.245851,2.143439
mock_04073,Trilayer,Purple-Blue,127.3877,147.1855,209.5146,-0.161437,0.949322
mock_04074,Trilayer,Purple-Blue,127.541,147.0527,209.7295,-0.163029,1.017517
mock_04075,Few Layers,Green,114.5107,169.8125,149.1289,-0.229985,2.299887
mock_04076,Bilayer,Blue,154.5322,179.7227,219.7422,-0.08944,0.682234
mock_04077,Trilayer,Purple-Blue,127.6777,147.3711,209.8076,-0.165207,0.963949
mock_04078,Bulk,Yellow,187.4463,165.6338,121.4297,-0.331887,4.985202
mock_04079,Few Layers,Green,114.0898,170.0488,149.0674,-0.237207,2.056759
mock_04080,Monolayer,Light Blue,189.875,204.707,237.6895,-0.045453,0.218823
mock_04081,Monolayer,Light Blue,189.3486,204.4961,237.0986,-0.047329,0.308731
mock_04082,Trilayer,Purple-Blue,127.5059,147.6777,209.5049,-0.161173,0.943164
mock_04083,Monolayer,Light Blue,189.6807,204.54,237.8018,-0.044713,0.42532
mock_04084,Monolayer,Light Blue,189.2266,204.124,237.4795,-0.033987,0.226922
mock_04085,Few Layers,Green,114.4209,169.3779,149.3496,-0.24116,2.206606
mock_04086,Trilayer,Purple-Blue,127.8271,147.4248,209.6543,-0.193808,0.883097
mock_04087,Monolayer,Light Blue,189.2285,204.4102,237.5381,-0.050229,0.446034
mock_04088,Trilayer,Purple-Blue,127.418,147.6338,209.6855,-0.166575,0.965514
mock_04089,Few Layers,Green,114.3467,169.6592,149.7656,-0.257461,2.095692
mock_04090,Bilayer,Blue,154.6445,179.4072,219.6387,-0.09831,0.693788
mock_04091,Trilayer,Purple-Blue,127.6406,147.917,209.6396,-0.16374,0.896573
mock_04092,Bulk,Yellow,187.7441,165.2305,121.6133,-0.323448,4.994964
mock_04093,Monolayer,Light Blue,189.4375,204.6025,237.6357,-0.057673,0.25341
mock_04094,Trilayer,Purple-Blue,127.4492,147.2998,209.3701,-0.129285,1.014654
mock_04095,Trilayer,Purple-Blue,127.6602,146.9834,209.3359,-0.143691,1.10768
mock_04096,Bilayer,Blue,154.6787,179.4307,219.2305,-0.103455,0.754803
mock_04097,Trilayer,Purple-Blue,127.4404,147.2236,209.8682,-0.148387,1.067699
mock_04098,Trilayer,Purple-Blue,127.8096,147.9346,209.5332,-0.17029,0.857646
mock_04099,Few Layers,Green,114.3857,169.083,149.376,-0.235393,2.090023
mock_04100,Monolayer,Light Blue,189.4385,204.3828,237.71,-0.071412,0.339999
mock_04101,Bulk,Yellow,187.4277,165.7822,121.4521,-0.311598,5.046758
mock_04102,Monolayer,Light Blue,189.3594,205.0449,237.6426,-0.061452,0.305714
mock_04103,Bulk,Yellow,187.7988,165.3896,121.46,-0.335375,4.984954
mock_04104,Monolayer,Light Blue,189.4951,204.71,237.4766,-0.050443,0.346565
mock_04105,Trilayer,Purple-Blue,127.2744,146.9297,209.6514,-0.172002,0.911383
mock_04106,Bulk,Yellow,187.8545,165.5889,121.6289,-0.361601,4.928694
mock_04107,Few Layers,Green,114.8408,169.4404,149.6816,-0.232425,2.178309
mock_04108,Monolayer,Light Blue,189.1074,204.4043,237.5771,-0.068141,0.403029
mock_04109,Trilayer,Purple-Blue,127.5645,147.7432,209.6562,-0.183812,0.984071
mock_04110,Bilayer,Blue,154.8242,179.5713,219.4365,-0.109153,0.545858
mock_04111,Few Layers,Green,114.7188,169.3379,149.4854,-0.212838,2.290127
mock_04112,Bulk,Yellow,187.54,165.7627,121.6797,-0.292138,4.893853
mock_04113,Few Layers,Green,115.0332,169.6758,149.0342,-0.218043,2.139298
mock_04114,Bilayer,Blue,154.7607,179.418,219.3691,-0.104569,0.526973
mock_04115,Bilayer,Blue,154.6387,179.2432,219.8145,-0.08643,0.695123
mock_04116,Bulk,Yellow,187.6582,165.4355,121.0957,-0.322105,4.951526
mock_04117,Bulk,Yellow,187.0459,165.3857,121.4131,-0.346368,4.857084
mock_04118,Few Layers,Green,114.1758,169.3125,149.6357,-0.223369,2.302157
mock_04119,Few Layers,Green,114.4648,169.6191,149.4502,-0.22858,2.200646
mock_04120,Bulk,Yellow,187.7598,165.1152,121.4443,-0.336154,4.976389
mock_04121,Monolayer,Light Blue,189.1426,204.4482,237.5645,-0.031301,0.231887
mock_04122,Monolayer,Light Blue,189.6348,204.2393,237.2158,-0.068101,0.298031
mock_04123,Monolayer,Light Blue,189.7432,204.7324,237.5303,-0.045189,0.345414
mock_04124,Few Layers,Green,114.332,169.8447,149.2852,-0.259164,2.275406
mock_04125,Few Layers,Green,114.3135,169.2861,149.7871,-0.244513,2.194742
mock_04126,Trilayer,Purple-Blue,127.4229,147.1582,209.6426,-0.148186,1.146959
mock_04127,Bilayer,Blue,154.2764,179.4248,219.5576,-0.119891,0.644745
mock_04128,Bulk,Yellow,187.873,165.668,121.2324,-0.319092,5.049249
mock_04129,Bulk,Yellow,187.7373,165.4922,122.0898,-0.306209,5.000787
mock_04130,Few Layers,Green,114.8857,169.4932,149.6699,-0.253891,2.282093
mock_04131,Few Layers,Green,114.752,169.8604,149.0742,-0.233608,2.02205
mock_04132,Bilayer,Blue,154.4316,179.5166,219.8232,-0.116627,0.79165
mock_04133,Bilayer,Blue,154.8711,179.1797,219.5039,-0.102259,0.750019
mock_04134,Bilayer,Blue,154.1865,179.6553,219.3447,-0.119439,0.548509
mock_04135,Bilayer,Blue,154.5791,179.8057,219.5869,-0.095069,0.834704
mock_04136,Bulk,Yellow,187.7139,165.2178,121.3691,-0.285384,5.122458
mock_04137,Trilayer,Purple-Blue,127.2627,147.1221,209.4717,-0.131345,1.125573
mock_04138,Trilayer,Purple-Blue,127.1182,147.5205,209.5078,-0.150438,1.038071
mock_04139,Monolayer,Light Blue,189.4629,204.7295,237.54,-0.036242,0.267531
mock_04140,Monolayer,Light Blue,189.5869,204.4307,237.7861,-0.075016,0.320344
mock_04141,Bulk,Yellow,186.9434,165.6621,121.4365,-0.276505,5.167995
mock_04142,Monolayer,Light Blue,189.6309,204.5283,237.7148,-0.06989,0.372713
mock_04143,Bulk,Yellow,187.7637,165.0635,121.375,-0.307936,5.069828
mock_04144,Trilayer,Purple-Blue,127.7246,147.5781,209.4287,-0.148026,1.011593
mock_04145,Bulk,Yellow,187.6338,165.7188,121.6846,-0.343517,5.116198
mock_04146,Monolayer,Light Blue,189.2803,204.6865,237.3555,-0.059983,0.469746
mock_04147,Bilayer,Blue,154.5215,179.1943,219.7334,-0.091094,0.474856
mock_04148,Few Layers,Green,114.0928,169.4443,148.6758,-0.224502,2.203141
mock_04149,Monolayer,Light Blue,189.5498,204.7061,237.7383,-0.065706,0.438686
mock_04150,Monolayer,Light Blue,189.0967,204.6328,237.4453,-0.065214,0.621745
mock_04151,Trilayer,Purple-Blue,127.4961,147.2568,209.8311,-0.171716,0.980811
mock_04152,Monolayer,Light Blue,189.5166,204.1611,237.4951,-0.047483,0.510571
mock_04153,Trilayer,Purple-Blue,127.5264,147.625,209.7051,-0.158885,1.131998
mock_04154,Trilayer,Purple-Blue,127.4033,147.2969,209.8779,-0.167845,1.003821
mock_04155,Monolayer,Light Blue,189.5039,204.375,237.2832,-0.052623,0.460625
mock_04156,Bilayer,Blue,154.8555,179.2646,219.6426,-0.121195,0.612437
mock_04157,Trilayer,Purple-Blue,127.8555,147.6504,209.9873,-0.179787,1.008914
mock_04158,Bilayer,Blue,154.8965,179.582,219.0527,-0.090622,0.662614
mock_04159,Few Layers,Green,114.4834,169.2295,149.4775,-0.256138,2.171684
mock_04160,Trilayer,Purple-Blue,126.8623,147.3887,209.6768,-0.182722,1.027216
mock_04161,Few Layers,Green,114.4424,170.0518,149.6416,-0.23111,2.236659
mock_04162,Few Layers,Green,114.7363,169.5176,149.5693,-0.234555,2.270333
mock_04163,Bilayer,Blue,154.4424,179.6055,219.3623,-0.100344,0.647661
mock_04164,Bilayer,Blue,154.293,179.5908,219.6172,-0.07758,0.60851
mock_04165,Few Layers,Green,114.5176,169.2656,149.0781,-0.236262,2.233613
mock_04166,Trilayer,Purple-Blue,127.7959,147.791,209.3438,-0.172755,1.062738
mock_04167,Few Layers,Green,114.3896,169.252,149.5928,-0.238204,2.256206
mock_04168,Bilayer,Blue,154.4658,179.6426,219.627,-0.079848,0.620062
mock_04169,Bilayer,Blue,154.7607,179.5342,220.0654,-0.077185,0.658958
mock_04170,Few Layers,Green,114.3418,169.6436,149.29,-0.246978,2.163479
mock_04171,Few Layers,Green,114.5654,169.8086,150.0908,-0.231171,2.166235
mock_04172,Monolayer,Light Blue,188.9404,204.6172,237.5547,-0.02972,0.279053
mock_04173,Bilayer,Blue,154.4082,179.5244,219.2354,-0.105558,0.605471
mock_04174,Monolayer,Light Blue,189.5225,204.6885,237.5127,-0.045745,0.389364
mock_04175,Monolayer,Light Blue,189.9717,204.2432,237.668,-0.04386,0.318617
mock_04176,Trilayer,Purple-Blue,127.5801,147.5049,209.376,-0.151573,1.055472
mock_04177,Monolayer,Light Blue,189.5088,204.5557,237.0225,-0.034458,0.255943
mock_04178,Few Layers,Green,114.4912,169.2197,149.6562,-0.24884,2.041592
mock_04179,Bulk,Yellow,187.71,164.793,121.3779,-0.313648,5.07473
mock_04180,Bulk,Yellow,187.5039,165.7393,121.4531,-0.30655,5.158112
mock_04181,Few Layers,Green,114.416,169.21,149.6436,-0.251559,2.076069
mock_04182,Trilayer,Purple-Blue,127.3057,147.1104,209.2783,-0.169928,1.051203
mock_04183,Few Layers,Green,114.4697,169.6025,149.1484,-0.229473,2.197218
mock_04184,Monolayer,Light Blue,189.665,204.7676,237.0137,-0.051371,0.279692
mock_04185,Monolayer,Light Blue,189.5469,204.1436,237.6309,-0.063614,0.447997
mock_04186,Bulk,Yellow,187.3301,165.1426,121.2227,-0.290987,5.083999
mock_04187,Monolayer,Light Blue,189.6904,204.915,237.9639,-0.046021,0.387341
mock_04188,Monolayer,Light Blue,189.4766,204.6758,237.0859,-0.058815,0.312122
mock_04189,Bulk,Yellow,187.582,165.5352,121.4795,-0.342534,4.978604
mock_04190,Monolayer,Light Blue,189.7656,203.9717,237.0615,-0.030642,0.405001
mock_04191,Bulk,Yellow,187.751,165.5674,121.4434,-0.315332,4.923201
mock_04192,Monolayer,Light Blue,189.1777,204.877,237.4297,-0.053898,0.250136
mock_04193,Bilayer,Blue,154.7559,179.0869,219.5039,-0.08353,0.695644
mock_04194,Bulk,Yellow,186.9932,165.5918,121.6113,-0.304245,4.984205
mock_04195,Few Layers,Green,114.8496,169.501,149.5459,-0.23955,2.100221
mock_04196,Bilayer,Blue,154.2344,179.2646,219.4395,-0.111726,0.771303
mock_04197,Few Layers,Green,114.501,169.5674,149.8115,-0.227509,2.158981
mock_04198,Few Layers,Green,114.3623,169.2236,149.5752,-0.241305,2.0778
mock_04199,Monolayer,Light Blue,189.4746,204.4785,237.1543,-0.051972,0.237055
mock_04200,Bilayer,Blue,154.6689,179.7607,219.6475,-0.079987,0.725505
mock_04201,Bulk,Yellow,187.8516,165.4473,121.708,-0.315505,5.057631
mock_04202,Bulk,Yellow,187.7314,165.5557,121.9814,-0.318451,4.924651
mock_04203,Bilayer,Blue,154.2295,179.4521,219.5166,-0.119261,0.523134
mock_04204,Few Layers,Green,114.4326,169.3994,149.627,-0.246701,2.244165
mock_04205,Bilayer,Blue,154.9258,179.7578,219.502,-0.098463,0.680797
mock_04206,Trilayer,Purple-Blue,127.3203,147.4473,209.2891,-0.163505,0.898955
mock_04207,Few Layers,Green,114.4355,169.3535,150.0215,-0.237552,2.215814
mock_04208,Bilayer,Blue,154.3242,179.2471,219.2236,-0.096162,0.801536
mock_04209,Bilayer,Blue,154.668,179.457,219.6299,-0.097498,0.709817
mock_04210,Trilayer,Purple-Blue,127.0342,147.2275,209.6865,-0.158734,0.848379
mock_04211,Few Layers,Green,114.3359,169.6387,149.9307,-0.221262,2.324543
mock_04212,Monolayer,Light Blue,189.085,203.9941,237.667,-0.059699,0.367118
mock_04213,Monolayer,Light Blue,189.8896,204.791,237.6084,-0.029948,0.235298
mock_04214,Bilayer,Blue,154.3945,179.5576,219.5879,-0.10881,0.65367
mock_04215,Bulk,Yellow,187.4805,165.3369,121.4072,-0.323169,5.027643
mock_04216,Bilayer,Blue,154.9629,179.5771,219.3369,-0.103764,0.644647
mock_04217,Monolayer,Light Blue,189.0342,204.3027,237.4756,-0.065226,0.39066
mock_04218,Bilayer,Blue,154.8223,179.8545,219.7812,-0.107193,0.685878
mock_04219,Bilayer,Blue,154.3984,179.5508,219.042,-0.109012,0.705298
mock_04220,Bilayer,Blue,154.5664,179.1875,219.2695,-0.126848,0.780553
mock_04221,Few Layers,Green,113.9521,169.334,149.7559,-0.248888,2.339553
mock_04222,Bulk,Yellow,187.5303,165.6602,121.3438,-0.323352,5.089892
mock_04223,Bilayer,Blue,154.4424,179.3994,219.5098,-0.10167,0.452982
mock_04224,Monolayer,Light Blue,189.1885,204.6553,237.5703,-0.074785,0.109073
mock_04225,Monolayer,Light Blue,188.749,204.4092,237.875,-0.047889,0.319386
mock_04226,Bilayer,Blue,154.5996,179.5479,219.5703,-0.100451,0.778603
mock_04227,Bilayer,Blue,153.8379,179.2324,219.4141,-0.09571,0.642542
mock_04228,Trilayer,Purple-Blue,127.6855,147.1631,209.5107,-0.122362,1.024381
mock_04229,Trilayer,Purple-Blue,127.0684,147.5723,209.8115,-0.15072,0.934711
mock_04230,Bulk,Yellow,187.835,165.7754,121.1562,-0.291687,5.058254
mock_04231,Bilayer,Blue,154.5254,179.4551,219.6016,-0.105108,0.644214
mock_04232,Bilayer,Blue,154.6416,179.3887,218.8574,-0.102949,0.598931
mock_04233,Monolayer,Light Blue,189.4443,204.7705,237.165,-0.057512,0.298429
mock_04234,Monolayer,Light Blue,189.5879,204.5791,237.5234,-0.057937,0.498889
mock_04235,Bilayer,Blue,154.4121,179.2471,219.3623,-0.097923,0.709343
mock_04236,Bilayer,Blue,154.9072,179.6514,219.3672,-0.117427,0.569223
mock_04237,Bulk,Yellow,187.4219,165.1016,121.5811,-0.335098,4.982688
mock_04238,Few Layers,Green,114.5205,169.9961,149.7754,-0.250963,2.04458
mock_04239,Bilayer,Blue,154.4902,179.333,219.543,-0.108916,0.620149
mock_04240,Monolayer,Light Blue,189.5381,204.7197,237.0391,-0.049,0.277794
mock_04241,Trilayer,Purple-Blue,127.2178,147.6348,209.002,-0.172254,1.128612
mock_04242,Monolayer,Light Blue,189.7529,204.4736,237.335,-0.035068,0.202414
mock_04243,Monolayer,Light Blue,189.5635,204.5166,237.7178,-0.050103,0.30567
mock_04244,Few Layers,Green,114.6914,169.333,149.7646,-0.218174,2.052184
mock_04245,Trilayer,Purple-Blue,127.2852,147.4141,209.4121,-0.139754,1.042433
mock_04246,Bulk,Yellow,187.6797,165.4961,121.9922,-0.29882,5.021494
mock_04247,Trilayer,Purple-Blue,127.6445,147.291,209.0791,-0.153414,1.057323
mock_04248,Bilayer,Blue,154.3184,179.5264,219.7363,-0.129378,0.60201
mock_04249,Bilayer,Blue,154.0791,179.584,219.3389,-0.097689,0.47618
mock_04250,Monolayer,Light Blue,189.2178,204.6768,237.415,-0.056702,0.317409
mock_04251,Few Layers,Green,114.5332,169.416,149.4609,-0.234102,2.151907
mock_04252,Few Layers,Green,114.4248,169.4775,149.2441,-0.263078,2.232761
mock_04253,Few Layers,Green,114.5967,168.9658,149.4951,-0.226582,2.260366
mock_04254,Few Layers,Green,114.3857,169.9082,149.3564,-0.268733,2.144257
mock_04255,Monolayer,Light Blue,189.2109,204.6807,237.2412,-0.02857,0.506
mock_04256,Bilayer,Blue,154.3008,179.333,219.6777,-0.080669,0.634109
mock_04257,Bilayer,Blue,154.3789,179.3594,219.2236,-0.08625,0.57749
mock_04258,Few Layers,Green,114.3848,169.8369,149.2666,-0.253498,2.18725
mock_04259,Monolayer,Light Blue,189.3926,204.3008,237.6924,-0.055882,0.235122
mock_04260,Few Layers,Green,114.6689,169.8486,149.1943,-0.238886,2.137707
mock_04261,Trilayer,Purple-Blue,127.5322,147.4629,209.498,-0.161579,0.835111
mock_04262,Monolayer,Light Blue,189.457,204.585,237.4053,-0.035726,0.303096
mock_04263,Trilayer,Purple-Blue,127.832,147.748,209.2695,-0.163067,0.846903
mock_04264,Monolayer,Light Blue,189.1826,204.3857,237.8047,-0.024781,0.20867
mock_04265,Monolayer,Light Blue,189.2676,204.0078,237.3008,-0.049653,0.405748
mock_04266,Trilayer,Purple-Blue,127.334,147.7422,209.1494,-0.168144,1.01153
mock_04267,Bulk,Yellow,187.3203,165.4316,121.5117,-0.311345,4.849412
mock_04268,Trilayer,Purple-Blue,127.2139,147.5039,209.2188,-0.174911,1.097436
mock_04269,Trilayer,Purple-Blue,127.5283,147.9258,209.6572,-0.178346,0.959474
mock_04270,Bilayer,Blue,154.3838,179.5059,219.4824,-0.089925,0.669606
mock_04271,Trilayer,Purple-Blue,127.7559,147.3398,209.3535,-0.162356,0.932765
mock_04272,Bilayer,Blue,154.1016,179.5283,219.5488,-0.1147,0.738457
mock_04273,Trilayer,Purple-Blue,127.6865,147.8486,209.4648,-0.144692,1.05525
mock_04274,Trilayer,Purple-Blue,127.4707,147.1055,208.8369,-0.145532,1.048321
mock_04275,Trilayer,Purple-Blue,127.6562,147.5254,209.3711,-0.160609,0.962323
mock_04276,Monolayer,Light Blue,189.708,204.4863,237.4111,-0.033913,0.381169
mock_04277,Few Layers,Green,114.1172,169.8359,149.6045,-0.249112,2.237696
mock_04278,Bilayer,Blue,154.7734,179.9658,219.4561,-0.080794,0.685871
mock_04279,Monolayer,Light Blue,189.5547,204.1758,237.7139,-0.043776,0.268041
mock_04280,Monolayer,Light Blue,189.1562,204.46,237.4678,-0.079748,0.282122
mock_04281,Monolayer,Light Blue,189.9551,204.7256,237.7354,-0.071952,0.316817
mock_04282,Monolayer,Light Blue,189.1543,204.3818,237.1641,-0.063094,0.371888
mock_04283,Trilayer,Purple-Blue,127.5283,147.3613,209.4854,-0.118795,0.856175
mock_04284,Bilayer,Blue,154.54,178.7314,219.6396,-0.082325,0.640002
mock_04285,Bilayer,Blue,154.3818,179.5371,219.5166,-0.10897,0.617636
mock_04286,Few Layers,Green,114.5811,169.4697,149.459,-0.243642,2.043666
mock_04287,Bilayer,Blue,154.5508,179.4033,219.3643,-0.078495,0.707017
mock_04288,Few Layers,Green,114.6982,169.2832,149.8447,-0.24763,2.266542
mock_04289,Few Layers,Green,114.6553,168.8994,149.6523,-0.22932,2.106579
mock_04290,Monolayer,Light Blue,189.3057,204.6719,237.2051,-0.027809,0.316076
mock_04291,Monolayer,Light Blue,189.4541,204.7324,237.4639,-0.051334,0.296725
mock_04292,Trilayer,Purple-Blue,127.5225,147.4395,209.4141,-0.164041,0.923088
mock_04293,Bulk,Yellow,187.6133,165.8896,121.4541,-0.314972,5.009633
mock_04294,Bulk,Yellow,187.624,165.5576,121.3223,-0.328054,4.916484
mock_04295,Few Layers,Green,114.9189,169.5762,149.376,-0.24144,2.120228
mock_04296,Few Layers,Green,114.3242,169.2236,149.7686,-0.226828,2.072151
mock_04297,Few Layers,Green,114.8369,169.7627,149.4756,-0.277483,2.330827
mock_04298,Monolayer,Light Blue,189.6504,204.6289,238.0391,-0.043138,0.328681
mock_04299,Monolayer,Light Blue,189.5615,204.1826,237.4248,-0.030798,0.342298
mock_04300,Monolayer,Light Blue,189.2842,204.7559,237.3232,-0.040767,0.416384
mock_04301,Bilayer,Blue,154.3164,179.4141,219.1562,-0.075282,0.618218
mock_04302,Few Layers,Green,114.4727,169.6465,149.0713,-0.26275,2.174254
mock_04303,Bilayer,Blue,154.665,179.708,218.9287,-0.099625,0.649092
mock_04304,Monolayer,Light Blue,189.4668,204.4443,237.6133,-0.053216,0.410375
mock_04305,Trilayer,Purple-Blue,127.208,147.4258,209.5762,-0.157504,0.997223
mock_04306,Few Layers,Green,114.7051,169.8662,149.7529,-0.2367,2.288942
mock_04307,Monolayer,Light Blue,189.8496,204.2725,237.6143,-0.07464,0.240168
mock_04308,Bilayer,Blue,154.0752,179.4238,219.5479,-0.06983,0.615561
mock_04309,Bulk,Yellow,187.7129,165.4189,121.4541,-0.290621,4.935273
mock_04310,Few Layers,Green,114.2705,169.6699,149.9512,-0.250197,2.329821
mock_04311,Monolayer,Light Blue,189.71,204.6211,237.042,-0.056517,0.359117
mock_04312,Trilayer,Purple-Blue,127.5928,147.6445,209.7588,-0.163057,0.897455
mock_04313,Few Layers,Green,114.5615,169.7725,149.4316,-0.216711,2.325426
mock_04314,Bilayer,Blue,154.458,179.3076,219.0371,-0.116901,0.717455
